paths,target,resolution,sharpness,brightness,size,noise,Number of Anomalies,Anomaly,contrast,energy,homogeneity,correlation,dissimilarity
./pages/models/Bone Fracture/Production/2025-01-15/fracture/104-rotated2-rotated2.jpg,fracture,"(224, 224)",154.6390428932346,50.087193080357146,150528,63.129901925357515,0,False,129.39110762548262,0.3028824474317936,0.6732383029858149,0.9838407180316837,3.3171854890604893
./pages/models/Bone Fracture/Production/2025-01-15/fracture/104-rotated3-rotated2-rotated2.jpg,fracture,"(224, 224)",63.989567397187905,49.433175223214285,150528,63.90248930737205,0,False,126.97425997425998,0.2628403936097701,0.6260109177746273,0.9845200784460169,4.120053088803088
./pages/models/Bone Fracture/Production/2025-01-15/fracture/104-rotated3-rotated2.jpg,fracture,"(224, 224)",327.36561942229616,51.22925302933673,150528,62.70771445219217,12,False,86.52248230373229,0.32075281780099163,0.71418456600851,0.98899976837737,2.4511743886743886
./pages/models/Bone Fracture/Production/2025-01-15/fracture/104-rotated3-rotated3.jpg,fracture,"(224, 224)",194.80485781248976,49.04974489795919,150528,63.55722495016633,3,False,116.83090009652511,0.2955382477488512,0.6871321669475589,0.9856023463886107,2.983369530244531
./pages/models/Bone Fracture/Production/2025-01-15/fracture/104.jpg,fracture,"(962, 1358)",154.74133368533435,53.040091978236305,3919188,62.90260847542187,5991,True,49.38116494643043,0.36140928734534405,0.7910130534553907,0.9937626896988764,1.1103151313328306
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated1-rotated1-rotated1.jpg,fracture,"(224, 224)",68.53808690189871,63.42376833545919,150528,50.0399613933312,0,False,51.77153716216215,0.13588166478501698,0.5278941241607529,0.989628293052356,3.280988577863577
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated1-rotated2.jpg,fracture,"(224, 224)",189.53736057623084,65.89359454719387,150528,49.892642416740834,0,False,116.94387467824966,0.12225686324282,0.5146743604128571,0.9764084071638985,3.8131636100386093
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated1-rotated3.jpg,fracture,"(224, 224)",173.60027279510243,64.88590162627551,150528,50.36683785117113,0,False,86.5342060810811,0.13629806069937433,0.5432989453710239,0.9829073783565353,3.335082850707851
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated2-rotated1-rotated2.jpg,fracture,"(224, 224)",122.17273033107134,65.72211814413265,150528,50.315982278496215,0,False,80.68631354568855,0.13172908271507236,0.5327171237153454,0.9840172370620647,3.251749517374517
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated2-rotated2-rotated3.jpg,fracture,"(224, 224)",75.54167602837755,59.184251434948976,150528,50.0378080897875,0,False,58.152569980694985,0.1597601098473717,0.5333643257593432,0.9883508279910491,3.7362250643500645
./pages/models/Bone Fracture/Production/2025-01-15/fracture/105-rotated3-rotated3-rotated2.jpg,fracture,"(224, 224)",142.9239199382968,61.57469706632653,150528,50.397041255286574,0,False,101.5666023166023,0.13960926880457167,0.5186566044593651,0.9799550289734829,3.9009411196911183
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated1-rotated1-rotated2.jpg,fracture,"(224, 224)",84.6632214029448,56.443777901785715,150528,43.52604152236089,63,False,53.81040862290862,0.1824410123057543,0.6375639856530992,0.9857506521553642,2.316562097812098
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated1-rotated3-rotated2.jpg,fracture,"(224, 224)",59.31761337488406,52.08709343112245,150528,43.415890648242765,141,False,51.36426158301157,0.19183531085086486,0.5954034356518769,0.9863260811202397,3.2741312741312734
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated1-rotated3-rotated3.jpg,fracture,"(224, 224)",108.1556988533017,51.00986527423469,150528,44.027875317126025,144,False,62.31931708494208,0.20197506250621283,0.6253857896488489,0.9838814161627407,2.7551278957528957
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated2-rotated2-rotated1.jpg,fracture,"(224, 224)",89.13926696777345,58.01177853954081,150528,43.02357287396365,63,False,83.13959942084942,0.16723226031207183,0.6076946882984752,0.9774436199157561,2.764559202059202
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated2-rotated2-rotated2.jpg,fracture,"(224, 224)",80.80228198781106,54.58834901147959,150528,43.915310486818846,99,False,53.48662725225224,0.18230568502698205,0.61829228125656,0.9860860259123423,2.6156491312741306
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated2-rotated2-rotated3.jpg,fracture,"(224, 224)",56.19932473495274,49.77688536352041,150528,43.43699833427013,138,False,54.52187902187904,0.20284210584155032,0.6012647231780797,0.9854996598461289,3.406853281853282
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated3-rotated1-rotated1.jpg,fracture,"(224, 224)",128.7413354795806,48.88329081632653,150528,42.695623029828496,210,False,76.29641248391248,0.19902145919359968,0.589640624852391,0.979009212978961,3.773809523809523
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated3-rotated1-rotated2.jpg,fracture,"(224, 224)",58.887257713419544,48.61796476403061,150528,42.78312892934977,180,False,69.95278314028315,0.20643753306192275,0.5920577336168366,0.9808228799587364,3.91787323037323
./pages/models/Bone Fracture/Production/2025-01-15/fracture/106-rotated3-rotated3-rotated3.jpg,fracture,"(224, 224)",73.46893464977768,48.82370057397959,150528,43.54468552626442,153,False,60.91656611969112,0.2082242947959346,0.6137611859086377,0.9838948448245324,3.149352477477478
./pages/models/Bone Fracture/Production/2025-01-15/fracture/107-rotated1-rotated1-rotated2.jpg,fracture,"(224, 224)",119.7198472755842,67.08898676658163,150528,40.020187247417816,1884,False,118.39068532818533,0.13599698310283487,0.5274197240897841,0.9628020406164483,3.8723857786357785
./pages/models/Bone Fracture/Production/2025-01-15/fracture/107-rotated1-rotated2-rotated1.jpg,fracture,"(224, 224)",152.2627227601286,66.58605707908163,150528,40.598973316547195,1821,False,128.2070262226512,0.12195161323385033,0.5033270912626118,0.9606482677768535,3.9937057593307594
./pages/models/Bone Fracture/Production/2025-01-15/fracture/107-rotated1.jpg,fracture,"(224, 224)",345.7110201233082,67.8549505739796,150528,39.63309190634599,2295,False,192.72820141570142,0.13874746718682873,0.5088705194584136,0.9382779584074347,4.661196911196911
./pages/models/Bone Fracture/Production/2025-01-15/fracture/107-rotated3-rotated2-rotated1.jpg,fracture,"(224, 224)",144.0857163361339,61.57310267857143,150528,45.27744990713118,1134,False,157.8485159266409,0.16169086595082313,0.46817752435463206,0.9613085789756997,5.318914897039897
./pages/models/Bone Fracture/Production/2025-01-15/fracture/107-rotated3-rotated3-rotated1.jpg,fracture,"(224, 224)",135.88392018219275,62.35724250637755,150528,44.583100503751496,1215,False,132.04900659588162,0.15645061900161325,0.5153278879377886,0.9665937802151793,4.239201254826256
./pages/models/Bone Fracture/Production/2025-01-15/fracture/108-rotated1-rotated1-rotated2.jpg,fracture,"(224, 224)",117.80517728385307,66.13442681760205,150528,49.173150096693874,1866,False,127.20706644144147,0.1928898928469273,0.5713697503887936,0.9736622883932815,3.7844071750321753
./pages/models/Bone Fracture/Production/2025-01-15/fracture/108-rotated1-rotated3-rotated1.jpg,fracture,"(224, 224)",121.903206732709,63.381955516581634,150528,51.45843255542437,1311,False,137.14179134491633,0.19255765751353732,0.5425366424700581,0.974081884951409,4.3598174066924065
./pages/models/Bone Fracture/Production/2025-01-15/fracture/108-rotated2-rotated3-rotated1.jpg,fracture,"(224, 224)",119.91746190804733,64.70079320790816,150528,50.38331050742049,1542,False,129.6323399292149,0.1783349401602248,0.5663883382638515,0.9743622451658493,3.844896235521235
./pages/models/Bone Fracture/Production/2025-01-15/fracture/108-rotated3-rotated1-rotated2.jpg,fracture,"(224, 224)",112.76125436264093,65.26743861607143,150528,49.93464882628329,1542,False,129.36488497426,0.18777713349200487,0.5578961693695764,0.9740320731605011,3.9901665057915063
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated1-rotated3-rotated1.jpg,fracture,"(224, 224)",138.0478514254664,41.597536670918366,150528,43.475488695788364,1206,False,141.54747828185327,0.25006455419519713,0.6086884430932477,0.9626871225741443,4.3044361325611336
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated2-rotated1.jpg,fracture,"(224, 224)",263.3467876858534,46.78411989795919,150528,43.27023007381907,1626,False,282.23849742599737,0.2656659825381934,0.6494650713319585,0.9246673891326999,4.002815315315314
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3-rotated1-rotated1.jpg,fracture,"(224, 224)",193.17265893975085,43.976542570153065,150528,44.049210388811865,1338,False,221.5398568211068,0.24607661008856052,0.6534208437779172,0.9429465396747796,3.73170045045045
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3-rotated1-rotated2.jpg,fracture,"(224, 224)",272.5671172151959,44.029177295918366,150528,44.33632514595857,1443,False,271.18184925997423,0.24348803914669942,0.6458060614396228,0.9309468691604712,3.9823238416988422
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3-rotated1.jpg,fracture,"(224, 224)",188.70060335284026,43.11220503826531,150528,43.769620301127794,1344,False,208.45453265765764,0.24542521044497742,0.6155579661027074,0.9457779117397118,4.316823519948521
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3-rotated2-rotated3.jpg,fracture,"(224, 224)",124.38190987327604,42.00263073979592,150528,43.780717089490714,1203,False,140.78470881595885,0.25541938006153425,0.6320065790693254,0.963199237540014,3.63400900900901
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3-rotated2.jpg,fracture,"(224, 224)",240.6268783817188,43.73985570790816,150528,43.82647955789243,1356,False,212.81861325611328,0.2436422560444486,0.6325050618610764,0.9446381597243404,3.8040540540540544
./pages/models/Bone Fracture/Production/2025-01-15/fracture/109-rotated3.jpg,fracture,"(224, 224)",598.7533931005304,46.82583306760204,150528,43.760140259620385,1728,False,381.7997104247104,0.26245982083814884,0.6416388807174666,0.9005612963308055,4.649734555984556
./pages/models/Bone Fracture/Production/2025-01-15/fracture/11-rotated1-rotated1-rotated1.jpg,fracture,"(224, 224)",76.00968983907195,37.41133211096939,150528,46.74172156317232,2871,True,116.72667310167309,0.35718411270550265,0.6462938402985217,0.9734063332577829,3.694377413127413
./pages/models/Bone Fracture/Production/2025-01-15/fracture/11-rotated1-rotated2.jpg,fracture,"(224, 224)",138.64094634931914,38.40156648596939,150528,46.79251412487342,2949,True,139.08273005148,0.3648330729245348,0.6476748477252825,0.9683803625921472,3.9208494208494193
./pages/models/Bone Fracture/Production/2025-01-15/fracture/11-rotated2-rotated2-rotated2.jpg,fracture,"(224, 224)",85.48255092925899,35.043048469387756,150528,47.125314016224365,2991,True,87.77559925997426,0.3658307003086871,0.7143489454184139,0.9803009841314353,2.5763151544401537
./pages/models/Bone Fracture/Production/2025-01-15/fracture/11-rotated3.jpg,fracture,"(224, 224)",188.14575691612401,37.76128029336735,150528,47.028937416733896,2904,True,111.6114864864865,0.36386691827263107,0.6602892702643665,0.9747545886230556,3.53326093951094
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated1-rotated1-rotated3.jpg,fracture,"(224, 224)",220.27082589207862,71.4067083864796,150528,53.010354480967266,3,False,129.63620093307594,0.15730004355000243,0.5457875271163878,0.9768976002667592,4.048966377091376
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated1-rotated1.jpg,fracture,"(224, 224)",173.9711611158696,73.47446986607143,150528,50.99105370273116,0,False,81.83659105534105,0.16299687479572572,0.5810468846844693,0.9841969107962923,3.256274131274131
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated1-rotated2-rotated2.jpg,fracture,"(224, 224)",179.8412948665595,71.66774952168367,150528,52.287538552738326,0,False,96.47076093951095,0.1538067331429062,0.5758940888900718,0.9823076659715823,3.361084298584299
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated2-rotated1-rotated2.jpg,fracture,"(224, 224)",128.8355012037316,71.39411272321429,150528,52.806261220702844,0,False,103.34998391248392,0.1488501399241292,0.5535211905470805,0.981358966922546,3.6052525740025736
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated2-rotated1-rotated3.jpg,fracture,"(224, 224)",134.49897153434134,71.41912468112245,150528,52.79842256829889,0,False,105.46285794723293,0.1450914471446042,0.5408144487031648,0.9809790174839728,3.75098536036036
./pages/models/Bone Fracture/Production/2025-01-15/fracture/110-rotated3-rotated1-rotated2.jpg,fracture,"(224, 224)",141.5912899059437,69.95780851403062,150528,53.64017643886476,0,False,105.81704472329471,0.14917881214969506,0.52900804841518,0.9815186166283943,4.013513513513514
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated2-rotated1-rotated2.jpg,fracture,"(224, 224)",190.36058596539922,50.03172831632653,150528,55.38982608922007,723,False,246.7034266409266,0.24779785783898242,0.562232860823492,0.9597869514066195,5.043999356499355
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated2-rotated3-rotated3.jpg,fracture,"(224, 224)",248.5052088710082,50.69969706632653,150528,55.091154430310795,648,False,279.53760456885453,0.2399299338214845,0.573173127413698,0.9540554872957503,4.832931145431145
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated2-rotated3.jpg,fracture,"(224, 224)",234.87473990111883,48.96269132653061,150528,55.421830752357735,630,False,248.750361969112,0.25263238351954503,0.5560989533015724,0.9594753134722194,5.5164092664092665
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated3-rotated1-rotated3.jpg,fracture,"(224, 224)",134.30326321342494,48.77969547193877,150528,54.791755353832215,291,False,134.4722289253539,0.25068344640973617,0.6186208734891881,0.9775985385324901,3.437962516087515
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated3-rotated3-rotated1.jpg,fracture,"(224, 224)",142.07301808436281,49.0188137755102,150528,54.77313343566103,324,False,177.13712596525096,0.23962886799229804,0.5812884877848017,0.9705580255652194,4.203165218790219
./pages/models/Bone Fracture/Production/2025-01-15/fracture/111-rotated3-rotated3-rotated2.jpg,fracture,"(224, 224)",138.92935587355916,49.03154894770408,150528,54.7714739860445,327,False,181.31998069498067,0.24043335846290642,0.568573225843236,0.9698604080711788,4.478201415701416
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated1-rotated1-rotated2.jpg,fracture,"(224, 224)",170.50224789059794,68.1636041135204,150528,52.36519873028901,669,False,243.87960505148004,0.13333856248027545,0.4180863585126092,0.9554000696773257,6.231760778635779
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated1-rotated2.jpg,fracture,"(224, 224)",268.3053093635753,72.26046316964286,150528,50.66538115472271,783,False,247.9460464929215,0.096371554384033,0.4493089547695848,0.9515148111060078,5.239844755469755
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated1-rotated3.jpg,fracture,"(224, 224)",256.3235755278537,67.6092753507653,150528,52.658343733591366,765,False,288.56722570785075,0.13708587846822745,0.4110029722719166,0.9478403062625029,6.870435167310167
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated1.jpg,fracture,"(224, 224)",534.4819138021282,74.57364078443878,150528,49.43319353383144,1005,False,265.6442849099099,0.08338040533327595,0.4447969095022356,0.9453957169614828,5.136884652509653
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated2-rotated2-rotated3.jpg,fracture,"(224, 224)",290.9975648202383,68.00591916454081,150528,52.700085505782695,768,False,281.0284547940798,0.13653953941522287,0.42253677632167486,0.949279870837794,6.351813867438869
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated2-rotated3-rotated1.jpg,fracture,"(224, 224)",278.70102860976243,69.8223652742347,150528,52.01793946727209,801,False,269.2543838481339,0.11702821825465724,0.4177769427038393,0.9500908209223563,6.063585907335908
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated2-rotated3-rotated2.jpg,fracture,"(224, 224)",345.69187669186033,70.85642538265306,150528,51.55369778155299,735,False,223.26876206563705,0.11007446815568388,0.4607699094845722,0.9578664007608574,4.684383043758044
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated2-rotated3-rotated3.jpg,fracture,"(224, 224)",277.75929157299976,66.66115274234694,150528,52.96904308790395,777,False,311.09921975546973,0.14736486145446492,0.40934569935782444,0.9444140411100648,7.297055984555984
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112-rotated2-rotated3.jpg,fracture,"(224, 224)",293.33457742418557,74.15423708545919,150528,49.30186381359404,822,False,227.44813787001289,0.08248036511849281,0.45074761791044704,0.9529930331435568,4.621038449163449
./pages/models/Bone Fracture/Production/2025-01-15/fracture/112.jpg,fracture,"(1962, 1220)",86.52008454486892,77.84396066242209,7180920,48.10053623524313,68217,True,57.05670213531648,0.09970486193244035,0.6168995662987186,0.9876682430194084,1.7585169116330137
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated1-rotated2-rotated2.jpg,fracture,"(224, 224)",155.19027727397966,48.260184151785715,150528,48.6253037721141,1965,False,198.18211068211068,0.15071319249324855,0.6018383259895048,0.9581235389894022,3.762467824967825
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated2-rotated1-rotated1.jpg,fracture,"(224, 224)",162.6511893171114,44.19507334183673,150528,49.028732981866064,2217,False,197.1679938867439,0.18186532198615923,0.5681816115519958,0.9590079287621829,5.110963642213641
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated2-rotated2-rotated2.jpg,fracture,"(224, 224)",182.55449860774192,47.180544483418366,150528,48.80718279419105,2049,False,200.9512749356499,0.1483004369536044,0.5860228288383883,0.957894835296551,4.073499839124839
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated2-rotated2-rotated3.jpg,fracture,"(224, 224)",155.15676584843547,44.608039700255105,150528,48.93167562102622,2190,False,186.08494208494207,0.17317365178024374,0.569339476024626,0.9611483963635518,4.840130308880308
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated2-rotated2.jpg,fracture,"(224, 224)",251.9395246573261,47.14114317602041,150528,49.1802755809548,2130,False,207.3043355855856,0.15601998639586584,0.5874536909522576,0.9571770764944371,4.258767696267696
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated3-rotated2-rotated1.jpg,fracture,"(224, 224)",160.89022063851507,46.517598054846935,150528,48.93156771589273,2037,False,176.44743404118407,0.1601199122873655,0.5791299488118825,0.9631780188801592,4.245817245817246
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated3-rotated3-rotated3.jpg,fracture,"(224, 224)",159.63485716780446,44.05325255102041,150528,49.31600908605657,2073,False,253.87401463963965,0.1884128926413874,0.5706930580944893,0.9478448924205197,5.3331925675675675
./pages/models/Bone Fracture/Production/2025-01-15/fracture/113-rotated3-rotated3.jpg,fracture,"(224, 224)",284.823965812216,44.630002391581634,150528,49.44305605743946,2217,False,317.4794683075934,0.17897271719728383,0.5603581305182538,0.9352173568858784,6.014378217503219
./pages/models/Bone Fracture/Production/2025-01-15/fracture/114-rotated1-rotated3-rotated2.jpg,fracture,"(224, 224)",264.03537462314733,77.30972975127551,150528,54.79821545861952,42,False,182.67436856499359,0.09616966421619394,0.4113168396214543,0.9695268468798083,5.534648487773489
./pages/models/Bone Fracture/Production/2025-01-15/fracture/114-rotated3-rotated1-rotated3.jpg,fracture,"(224, 224)",205.70312495511655,72.94421635841837,150528,58.593694874393655,6,False,242.58421814671814,0.15195760317284718,0.3829414762371378,0.9646527630112879,7.544723294723294
./pages/models/Bone Fracture/Production/2025-01-15/fracture/115-rotated1-rotated2-rotated3.jpg,fracture,"(224, 224)",254.1792532882309,60.52660634566327,150528,50.192232602848954,402,False,223.81278153153153,0.1456520565619742,0.3529793160416348,0.9555255483964286,7.328145109395109
./pages/models/Bone Fracture/Production/2025-01-15/fracture/115-rotated2-rotated1-rotated1.jpg,fracture,"(224, 224)",545.8791179565626,62.843829719387756,150528,48.64807508070324,477,False,242.6532738095238,0.09899421602962678,0.39932174129119247,0.9486303788867755,6.334740990990991
./pages/models/Bone Fracture/Production/2025-01-15/fracture/115-rotated2-rotated1-rotated2.jpg,fracture,"(224, 224)",355.4047946064038,62.83613679846939,150528,48.254256479923775,420,False,191.00056306306305,0.08957314096286141,0.41633525705598,0.9587432968477391,5.727638352638353
./pages/models/Bone Fracture/Production/2025-01-15/fracture/115-rotated3-rotated2-rotated3.jpg,fracture,"(224, 224)",283.1048486078842,61.70224808673469,150528,49.18342443553834,414,False,177.46663851351352,0.10980159439942697,0.42140961104188457,0.9631283066579086,5.53758445945946
./pages/models/Bone Fracture/Production/2025-01-15/fracture/115-rotated3-rotated3-rotated2.jpg,fracture,"(224, 224)",274.32343824323846,61.71075813137755,150528,49.19827121597019,417,False,181.26077863577865,0.11473739943284697,0.42061783300615835,0.962354390121167,5.61434202059202
./pages/models/Bone Fracture/Production/2025-01-15/fracture/116-rotated1-rotated2.jpg,fracture,"(224, 224)",155.73169578248786,53.13265306122449,150528,41.870442911213196,1866,False,125.87980614543115,0.16692070114408375,0.528245261383109,0.9640064499464406,3.7480091698841695
