paths,target,contrast,energy,homogeneity,correlation,dissimilarity,sharpness,brightness,size,noise,Number of Anomalies,Anomaly
./pages/models/Bone Fracture/Baseline/fracture/10-rotated1-rotated3-rotated3.jpg,fracture,109.51650981338481,0.199978099322662,0.5968451142375601,0.9710625009397554,3.3317446911196913,161.52182026815038,77.41856664540816,150528,43.816166543415115,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated1-rotated3.jpg,fracture,74.15118243243244,0.20145946561484143,0.5695060689294954,0.9805729146573658,3.691602316602316,111.24363241032826,77.7358099489796,150528,43.93765964185127,3,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated1.jpg,fracture,88.13728684041185,0.1688100321472529,0.5610198973933433,0.9664019768205744,3.204814189189188,223.19331093223727,90.20655293367346,150528,36.5874640283164,12,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated1-rotated2.jpg,fracture,88.34141731016729,0.17400020540146136,0.5729558511838598,0.9716634408837714,3.0559845559845558,172.70429808852174,86.15698740433673,150528,39.839731042360015,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated1-rotated3.jpg,fracture,61.753478925353924,0.18613524153312075,0.5719283746103219,0.9827844721719606,3.1105413449163457,70.35454180835436,81.51486766581633,150528,42.628721846590025,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated2-rotated1.jpg,fracture,70.2586068211068,0.2006946541483593,0.5829057657610299,0.9820635656101954,3.2504021879021874,81.73626548674939,78.51835538903062,150528,44.507196801164085,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated2-rotated2.jpg,fracture,70.25424308236806,0.19273386184468244,0.5840076621199611,0.9813123681072009,3.0040822072072064,80.6239835519882,80.97658242984694,150528,43.62458597901672,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated2-rotated3.jpg,fracture,123.02738899613901,0.17568997737136227,0.5771384323259515,0.9639834887999877,3.2921090733590734,161.705521761105,83.90688775510205,150528,41.75033915917054,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated2.jpg,fracture,85.7581443050193,0.1754369330640404,0.5814337048886696,0.9741052704461186,2.953567406692407,158.8886202832452,85.34797512755102,150528,40.99412667979618,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated3-rotated1.jpg,fracture,71.761763996139,0.1917061068311358,0.5699392114496304,0.9803779716232017,3.4009612290862288,106.34470474993076,80.69252232142857,150528,43.03303198016324,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated3-rotated2.jpg,fracture,68.79222972972973,0.2051616064115934,0.5658619174446659,0.982451327457088,3.7497184684684686,71.19833947856543,75.65682796556122,150528,44.53436278968866,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated2-rotated3-rotated3.jpg,fracture,60.428008365508354,0.19621519208248434,0.5701353024566784,0.9838378027958647,3.309403153153152,69.68825979324144,79.02556999362245,150528,43.50298117242583,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated1-rotated1.jpg,fracture,58.4004786036036,0.17267106909189114,0.5640452019209594,0.9812342511861079,2.9485802767052762,62.87942252542416,85.65720663265306,150528,39.761684431494494,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated1-rotated2.jpg,fracture,58.638231981981974,0.18112588493307183,0.5615543151857583,0.9828125298305962,3.1603120978120978,63.64065849458313,82.37005739795919,150528,41.59012114795168,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated1-rotated3.jpg,fracture,116.97120334620334,0.1647641779182082,0.5720101057410539,0.9589873275993328,3.2110279922779927,161.7054721807649,87.52670599489795,150528,38.32046076352844,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated2-rotated1.jpg,fracture,70.7844473938224,0.1721608717565562,0.5987356108874674,0.9784806051176582,2.6586027992277987,86.1714902283598,85.23816167091837,150528,40.86102745176525,0,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated2.jpg,fracture,122.99885376447878,0.17937309341948698,0.5793601899769363,0.9641381186111366,3.44118001930502,190.66610906522308,83.02196269132654,150528,41.85263161833418,6,False
./pages/models/Bone Fracture/Baseline/fracture/10-rotated3-rotated3.jpg,fracture,79.9775579150579,0.20428606165327054,0.5620975071958223,0.9796341173386901,4.034507722007722,102.34797085051434,75.63135762117346,150528,44.566864388527044,0,False
./pages/models/Bone Fracture/Baseline/fracture/10.jpg,fracture,9.32126984257111,0.18053383352780025,0.7300035630334301,0.9954155734343905,0.9265201137882131,13.322350079417431,94.4612632661263,21976272,31.896615380719844,37140,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated1-rotated1.jpg,fracture,216.9188183719434,0.10668475707050125,0.5110610710340527,0.9650904927016816,4.420869530244531,285.7521267513195,66.86156728316327,150528,55.812733613266616,2649,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated1-rotated2.jpg,fracture,197.92467020592022,0.12032219750437281,0.559801224939919,0.9681738497599747,3.831161518661519,234.97781394790078,65.76014429209184,150528,55.76225869626361,2700,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated1-rotated3.jpg,fracture,233.02471444658943,0.11349617806079261,0.5162432404106325,0.9631322693442416,4.626829954954955,303.41273017726024,66.87274792729592,150528,56.25772135488533,2811,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated1.jpg,fracture,260.9786438223938,0.11351716936176855,0.5239625209551966,0.9590035513594797,4.608309202059201,480.99956704973425,67.81987404336735,150528,56.45905525875522,2589,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated2-rotated1.jpg,fracture,195.05815637065635,0.1119173069157693,0.530878252806022,0.9685489248511296,4.029802123552123,277.2712715713742,68.95398198341837,150528,55.72540216916208,2589,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated2-rotated2.jpg,fracture,194.26069819819818,0.11198182408348267,0.5463975963977844,0.9684473866145867,3.867921492921493,256.44145341775453,68.99274553571429,150528,55.49647488334137,2772,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated2.jpg,fracture,236.2207207207207,0.1155597364953285,0.5213551146299789,0.9626727727045811,4.679214929214929,293.61991557217004,66.57330197704081,150528,56.28383980604476,2733,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated3-rotated1.jpg,fracture,216.5896677927928,0.11597171585207633,0.5293780526967375,0.9635388706251174,4.376749517374517,302.60928529622606,64.78537547831633,150528,54.49581671241108,2259,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated1-rotated3-rotated2.jpg,fracture,208.1646155083655,0.11224066131073834,0.5308176361020064,0.9648997121393578,4.223254504504505,304.9779374417738,65.49812659438776,150528,54.45525024289083,2367,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated1-rotated2.jpg,fracture,192.09481579794078,0.12373021896251726,0.5424745702267987,0.9679889996945676,4.019847972972972,188.87026532517524,64.06957509566327,150528,54.77669186475781,2202,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated1-rotated3.jpg,fracture,192.09481579794078,0.12373021896251726,0.5424745702267987,0.9679889996945676,4.019847972972972,188.87026532517524,64.06957509566327,150528,54.77669186475781,2202,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated2-rotated1.jpg,fracture,301.56101190476187,0.15028638209272452,0.48282906927584285,0.9533693675813957,6.306386743886744,210.7367883922159,61.80219626913265,150528,56.88733253087806,2142,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated2-rotated2.jpg,fracture,297.0817446911197,0.14911213562490538,0.4857006128821013,0.9540840315396724,6.247043918918919,203.63666413993153,61.94808274872449,150528,56.899791663639704,2169,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated2.jpg,fracture,222.80184202059198,0.1112892615462793,0.52144959084923,0.9644929368463208,4.449485199485199,277.13005505696475,67.47329400510205,150528,56.0508446873902,2862,True
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated3-rotated2.jpg,fracture,271.16473616473615,0.1316483387157777,0.4947249742473128,0.9577772017303783,5.527952059202059,262.78407127407377,63.63089923469388,150528,56.66510844939488,2355,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated2-rotated3.jpg,fracture,230.76467985842982,0.11858919842669378,0.529265584979697,0.9613275339234574,4.44779601029601,323.17574169178,64.32358099489795,150528,54.62275583288083,2331,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated3-rotated1-rotated1.jpg,fracture,213.31813063063063,0.1284633560750626,0.5152638251167319,0.9667933829507368,4.493645431145431,204.43193184440705,63.19298070790816,150528,56.72175516435199,2379,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated3-rotated1-rotated3.jpg,fracture,288.12359234234236,0.14408073496446794,0.48711961274751936,0.9554412927714109,6.04524613899614,213.46687825904797,62.38081951530612,150528,56.87875234676675,2151,False
./pages/models/Bone Fracture/Baseline/fracture/100-rotated3-rotated2-rotated3.jpg,fracture,260.9075973294723,0.14755615861385088,0.49336594377941473,0.9598939321003382,5.434342824967825,188.1735546997019,61.53985969387755,150528,57.02811797393178,2157,False
./pages/models/Bone Fracture/Baseline/fracture/100.jpg,fracture,50.35378961987047,0.13513286500259433,0.6914680090639373,0.9926373847344079,1.496928730320646,76.46297309415287,72.93544166359956,4890600,58.47086620911427,585,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated1-rotated1.jpg,fracture,153.8396677927928,0.13478833573071133,0.4722451969711206,0.9781306837011368,4.922076093951093,131.98167505069654,74.49864477040816,150528,59.40034097854518,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated1-rotated3.jpg,fracture,161.99565637065638,0.15534605925830713,0.478244724969348,0.9774409856486996,5.214165057915057,137.93341847252518,73.41352439413265,150528,59.98847757903347,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated2-rotated2.jpg,fracture,151.0426118082368,0.11404099223612117,0.47542142401907295,0.9776237314138901,4.742217664092664,131.53112538125998,76.36935985331633,150528,58.17666565809183,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated3-rotated1.jpg,fracture,157.56179617117115,0.136291684602428,0.47268643091649776,0.9776546490637629,4.976411679536678,147.47633206114475,74.38165656887755,150528,59.46409120193981,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated3-rotated3.jpg,fracture,180.8574042792793,0.11045362737051234,0.4718002785409714,0.9736904470646579,4.758908462033462,166.04935640218304,75.56760204081633,150528,58.752177943150045,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated1-rotated3.jpg,fracture,156.4978684041184,0.08436211338828269,0.48560437979155935,0.9754388791418335,4.429536679536679,202.0293768863289,79.20669244260205,150528,56.545759691668266,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated1-rotated1.jpg,fracture,128.65548584298583,0.09022000612438304,0.490725817276182,0.9800205194526421,4.078547297297296,116.77811196385598,78.50845025510205,150528,56.85145607964982,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated1-rotated2.jpg,fracture,140.3261341698842,0.08430158722251707,0.4653362955849014,0.9780000513035332,4.831241956241957,109.81016189046126,79.2270806760204,150528,56.565976300248295,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated1-rotated3.jpg,fracture,135.2694658944659,0.10929234980870674,0.49236346208082465,0.979695653927649,4.242760617760618,117.21442836902878,76.85622608418367,150528,57.79546198448375,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated2-rotated1.jpg,fracture,161.41039253539253,0.07741305386252016,0.4660752497985734,0.9743437036528466,4.661759974259975,215.32111574242086,79.51411033163265,150528,56.20024940089253,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated2-rotated2.jpg,fracture,150.78428651866153,0.08287210426638868,0.4836947459269141,0.9762175317062819,4.364804536679537,195.71403262199138,79.52489237882654,150528,56.41800783197834,6,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated3-rotated2.jpg,fracture,146.3613859395109,0.08760954260820195,0.48483498824670074,0.9772049444760884,4.2961510617760625,216.66190214804539,78.50639748086735,150528,56.78336942499901,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2-rotated3.jpg,fracture,164.13026866151867,0.1169858006914621,0.47558259669654407,0.9759386924340463,4.802968146718146,207.46551324883288,75.93038504464286,150528,58.48260799892738,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated2.jpg,fracture,202.41700852638348,0.08413529756180145,0.45584053658925267,0.9683731234896302,5.5858872265122255,314.98516970224955,79.5990911989796,150528,56.66103319326848,6,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated1-rotated2.jpg,fracture,180.4396315958816,0.11567447067184507,0.4520933685411115,0.9737765496734979,5.686293436293436,186.33379683202628,76.49695073341837,150528,58.71424116873905,3,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated1-rotated3.jpg,fracture,184.02181869369372,0.1539675787304946,0.4596468320436943,0.9742766969524724,5.974521396396397,130.0666161346118,73.18054448341837,150528,59.831998241265715,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated2-rotated1.jpg,fracture,173.7271758365508,0.10662056661653527,0.45439881438284385,0.9746686449295465,5.387849903474902,166.06796124476986,76.21179448341837,150528,58.69544631509911,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated2.jpg,fracture,166.59688706563705,0.1330314330215672,0.4752835663358149,0.9761578082332462,5.111124517374517,217.3634125162591,75.02461336096938,150528,59.202124234870006,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated3-rotated1.jpg,fracture,174.41676721364226,0.09610101191978501,0.4542060328397147,0.9741944564988231,5.159608268983269,153.29401739931563,76.83637595663265,150528,58.27805834099495,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated3-rotated3.jpg,fracture,184.923162001287,0.15604655820753643,0.4590301975913953,0.9742019535223084,6.141268500643502,136.90628762108147,72.52748325892857,150528,59.88420082444294,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3-rotated3.jpg,fracture,194.02439269626768,0.12597690385924298,0.4800036223638304,0.972352344568984,4.941743082368084,213.16995823894726,74.78278459821429,150528,59.34467935023524,0,False
./pages/models/Bone Fracture/Baseline/fracture/101-rotated3.jpg,fracture,178.45768983268985,0.06938308869917133,0.4573828829371824,0.9699942859909757,5.111003861003861,314.63097003418824,82.18453045280613,150528,54.63128933938097,24,False
./pages/models/Bone Fracture/Baseline/fracture/101.jpg,fracture,26.452278283614802,0.07024215414000157,0.5011869530316371,0.9953378275304421,2.1951251747605895,78.72266542607511,84.54957274204567,11313072,53.264586724278644,4665,True
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated1-rotated3.jpg,fracture,119.14872908622907,0.16452152981171234,0.5405557677263915,0.9675642499094251,4.829351673101673,90.52586768141195,52.05243542729592,150528,42.885824443344944,135,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated1.jpg,fracture,94.10987773487773,0.1469042122151491,0.5685403236227914,0.9736353560467699,3.9112773487773485,134.4669507939038,53.8405612244898,150528,42.28240564778214,258,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated2-rotated2.jpg,fracture,106.98928169240668,0.13016829395247145,0.5348356371821024,0.9692130595210947,4.3818975225225225,106.16038391799644,54.45615433673469,150528,41.7664579837313,198,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated2.jpg,fracture,129.65226833976837,0.13978597146868804,0.5449183527366603,0.9634777769076605,4.749316280566281,151.07478291051976,54.16464046556123,150528,42.16682385079274,258,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated3-rotated3.jpg,fracture,88.9856418918919,0.20267916805749242,0.6534851833741563,0.9757829000155589,3.1626850064350065,91.27357512104268,50.09950972576531,150528,42.93302483974002,189,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1-rotated3.jpg,fracture,86.84996380308878,0.19704989457314936,0.6541858011129152,0.9761714102489708,3.042812902187902,125.47261581675107,50.85923549107143,150528,42.79545289897972,261,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated1.jpg,fracture,175.2104046010296,0.13245714874859846,0.5323442990485744,0.9498779523389775,5.420547779922781,281.47739316621755,55.137376434948976,150528,41.85641675311294,375,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated1-rotated2.jpg,fracture,95.42487129987133,0.1458549856512591,0.5623453032535756,0.9732498477149257,3.9156611969111976,93.10034466584193,53.41647401147959,150528,42.28962411193955,177,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated2-rotated1.jpg,fracture,104.44401544401545,0.15688886435679103,0.5735417277293055,0.971105197812368,3.8480936293436296,108.08475881057798,52.436882174744895,150528,42.561845875938886,168,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated2-rotated3.jpg,fracture,112.1555863899614,0.15776387271492884,0.5582216187459333,0.9690388111178682,4.242579633204634,119.3880324862193,52.44033003826531,150528,42.5850934192204,150,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated2.jpg,fracture,140.1630268661519,0.13139154144850615,0.5166666227694862,0.9602163244374589,5.177143661518662,159.4806957439501,54.20454001913265,150528,42.048257030224306,270,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated3-rotated1.jpg,fracture,111.98091618404118,0.16151415987569956,0.5538156966585476,0.9694707427423508,4.510879182754183,99.39486100126534,52.46400669642857,150528,42.85333014013549,183,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2-rotated3.jpg,fracture,146.53388433075932,0.1770824701298496,0.5500038027111878,0.9600159637928668,5.173564189189189,134.01711186087664,51.44581074617347,150528,42.82151436163543,267,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated2.jpg,fracture,121.61713722651223,0.1457663964168088,0.5679506893413109,0.9659787152868187,4.308739543114544,247.34303764421114,54.16653380102041,150528,42.31205499239363,354,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated1-rotated2.jpg,fracture,154.9453024453025,0.15259864389620834,0.5305864162203885,0.9570574175437063,5.36506595881596,153.21025922267648,53.00986527423469,150528,42.52197063894707,261,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated1-rotated3.jpg,fracture,113.01049710424712,0.14324124344095637,0.5447297524983533,0.968460372621697,4.465291184041185,147.32096755986208,53.70790816326531,150528,42.34129541939626,267,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated1.jpg,fracture,86.05924227799227,0.18502578874046877,0.6295350127092101,0.9762919277813782,3.2006113256113253,134.44866923022795,51.363360969387756,150528,42.69971719192308,279,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated2-rotated2.jpg,fracture,123.47691441441442,0.13276634838688509,0.5171828261033485,0.9648243912710438,4.9529842342342345,119.95234645063405,54.007732780612244,150528,41.96086730940109,192,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated2-rotated3.jpg,fracture,132.19902268339771,0.15664465960531226,0.5293050440835251,0.9633089856698128,5.100607303732304,92.93436373695141,52.66067442602041,150528,42.48861047556909,207,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated2.jpg,fracture,115.03764478764478,0.16803920139318657,0.5968615656963523,0.9683943417635159,3.760899292149292,158.57899290122174,51.85186144770408,150528,42.69359882958591,237,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated3-rotated3.jpg,fracture,123.27873632561132,0.17281581263752632,0.5428028956006453,0.9661342426698666,4.918697715572716,82.7468660947235,51.668526785714285,150528,42.68299554398333,168,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3-rotated3.jpg,fracture,80.07400257400256,0.17786739228263657,0.6162730577792308,0.9779220141915673,3.2391409266409257,136.18962577897676,51.707011320153065,150528,42.66587008714249,270,False
./pages/models/Bone Fracture/Baseline/fracture/102-rotated3.jpg,fracture,120.1342101029601,0.1488022659072599,0.5703738076058738,0.966505527666788,4.271034427284427,240.2218058851052,54.024693080357146,150528,42.38117448818468,357,False
./pages/models/Bone Fracture/Baseline/fracture/102.jpg,fracture,16.03811880355435,0.18716155183489921,0.774208772662499,0.9952833405841494,1.0001904288192693,37.437715349503726,56.81835476063949,14993952,41.23375646350919,62256,True
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated1-rotated1.jpg,fracture,123.52881676319174,0.20563197786680043,0.5743303218543865,0.9793556098046111,4.09706805019305,142.10282803892542,59.61463647959184,150528,54.669929869016286,15,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated1-rotated2.jpg,fracture,90.17191521879025,0.20767578747302917,0.5774587918782517,0.9854753257764319,3.939490830115831,87.82877904938836,57.3098294005102,150528,55.722119017804914,0,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated1-rotated3.jpg,fracture,112.65588803088802,0.21605327376818925,0.5585058950525409,0.982451526586036,4.580196267696268,90.23545099406975,56.2507174744898,150528,56.644393650868196,0,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated2-rotated2.jpg,fracture,76.80616554054055,0.20542043181704592,0.586438387223231,0.987525121566038,3.6486687580437587,99.46341909919364,58.549824617346935,150528,55.516791935697135,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated2-rotated3.jpg,fracture,158.484013030888,0.213221681101562,0.5429387292659187,0.9755909595474398,5.360420688545689,89.01701563907037,56.74764827806123,150528,56.914434762169165,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated2.jpg,fracture,116.09117599742598,0.20903749490032533,0.5846830794725865,0.9802627310028315,4.133244851994852,220.0000267028808,60.178093112244895,150528,54.27861659132315,66,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated3-rotated2.jpg,fracture,92.33140283140284,0.21166649082707287,0.5703960821552426,0.9852348095444939,4.034346846846847,80.66934817972307,57.009107940051024,150528,55.92007995299868,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated3-rotated3.jpg,fracture,133.42684202059203,0.2041958786982641,0.5717849640100255,0.9785880336876,4.441361003861004,99.53016351193797,58.20599489795919,150528,55.7603144552004,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1-rotated3.jpg,fracture,98.00311695624195,0.20559133683982142,0.577003268979584,0.9837722342997395,4.061836389961389,137.09995367605453,58.531230070153065,150528,54.97063822708839,21,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated1.jpg,fracture,141.71086711711712,0.2155049365372465,0.585896024528887,0.9761606165570635,4.375160875160875,371.49724773484826,60.17494419642857,150528,54.56899009440751,99,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated1-rotated1.jpg,fracture,114.13396879021877,0.20673203214077382,0.5938330621094388,0.9814653011653186,3.9242277992277987,105.10359369204075,57.80488679846939,150528,55.45211464434801,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated1-rotated2.jpg,fracture,115.4604247104247,0.20534121245549122,0.5907830178034984,0.981298896447135,3.958252895752895,99.9603026488184,57.687081473214285,150528,55.52060397227186,0,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated1-rotated3.jpg,fracture,131.4645873552123,0.21272536584114674,0.5800956337733812,0.9792782137473962,4.424046814671813,99.78436835335472,56.76983019770408,150528,56.26052034006453,0,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated1.jpg,fracture,115.44976673101675,0.1952690907159923,0.5613857089691666,0.981180567288461,4.272401866151867,144.4602860034083,57.757254464285715,150528,55.409496657357636,6,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated2-rotated1.jpg,fracture,102.96889076576578,0.19489722343493854,0.5545092062770233,0.9834858332636517,4.209198037323038,106.42586340977718,56.97171954719388,150528,55.8586693833051,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated2-rotated2.jpg,fracture,102.96889076576578,0.19489722343493854,0.5545092062770233,0.9834858332636517,4.209198037323038,106.42586340977718,56.97171954719388,150528,55.8586693833051,3,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated2-rotated3.jpg,fracture,105.91238336550836,0.21043818544036413,0.5963642718709767,0.9832797820139457,3.808819980694981,103.77429915447622,56.46522241709184,150528,56.24342388450288,9,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated2.jpg,fracture,112.29948922136423,0.19819171038410854,0.5718184758126799,0.9816698941488684,4.126186454311454,140.75212287823396,57.76578443877551,150528,55.37691314205143,6,False
./pages/models/Bone Fracture/Baseline/fracture/103-rotated2-rotated3-rotated3.jpg,fracture,105.13746782496783,0.19924425105889706,0.5789438893889708,0.9832290215686373,3.915017696267697,102.33782080023151,57.07503587372449,150528,56.00608120743066,0,False
